Customer ID,Dining Preference,Room Preference,Sports Activities,Wellness,Pricing Pattern
3010,Vegetarian,Suite,Swimming,Sauna,Frugal
3011,Non-Vegetarian,Deluxe,None,Sauna,Frugal
3012,Non-Vegetarian,Suite,Table Tennis,Sauna,Luxury
3013,Vegetarian,Suite,None,None,Frugal
3014,Vegan,Standard,None,Sauna,Frugal
3015,Vegetarian,Standard,Golf,Sauna,Frugal
3016,Vegetarian,Standard,Swimming,Sauna,Frugal
3017,Vegan,Standard,Table Tennis,None,Luxury
3018,Non-Vegetarian,Deluxe,Swimming,None,Frugal
3019,Vegan,Deluxe,Golf,Massage,Luxury
3020,Non-Vegetarian,Standard,Golf,Massage,Frugal
3021,Vegetarian,Suite,Golf,Gym,Luxury
3022,Vegetarian,Suite,Golf,Gym,Frugal
3023,Vegetarian,Standard,Table Tennis,Gym,Luxury
3024,Vegan,Suite,None,Massage,Luxury
3025,Vegan,Standard,None,Sauna,Frugal
3026,Non-Vegetarian,Suite,Table Tennis,Sauna,Frugal
3027,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
3028,Non-Vegetarian,Standard,Golf,Gym,Frugal
3029,Non-Vegetarian,Suite,Swimming,Gym,Luxury
3030,Vegetarian,Standard,None,Gym,Frugal
3031,Non-Vegetarian,Deluxe,None,Massage,Frugal
3032,Vegetarian,Standard,Golf,Gym,Luxury
3033,Non-Vegetarian,Deluxe,Table Tennis,Gym,Luxury
3034,Non-Vegetarian,Deluxe,Table Tennis,Massage,Frugal
3035,Vegetarian,Deluxe,Swimming,Massage,Frugal
3036,Non-Vegetarian,Suite,Golf,Massage,Frugal
3037,Non-Vegetarian,Standard,Golf,Massage,Frugal
3038,Non-Vegetarian,Deluxe,Table Tennis,None,Frugal
3039,Vegan,Standard,Golf,Massage,Luxury
3040,Vegan,Deluxe,Swimming,Massage,Frugal
3041,Vegetarian,Standard,Golf,Massage,Luxury
3042,Non-Vegetarian,Suite,Swimming,Massage,Luxury
3043,Vegan,Standard,Table Tennis,Sauna,Luxury
3044,Vegetarian,Deluxe,Golf,None,Frugal
3045,Vegetarian,Suite,None,Massage,Frugal
3046,Non-Vegetarian,Standard,Table Tennis,None,Frugal
3047,Vegan,Standard,Golf,Massage,Luxury
3048,Vegan,Deluxe,Golf,None,Frugal
3049,Vegetarian,Suite,None,Gym,Frugal
3050,Vegetarian,Deluxe,None,Massage,Frugal
3051,Vegan,Deluxe,Swimming,Massage,Luxury
3052,Vegetarian,Suite,Table Tennis,Gym,Frugal
3053,Vegetarian,Deluxe,Swimming,None,Luxury
3054,Non-Vegetarian,Standard,Swimming,Massage,Frugal
3055,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
3056,Non-Vegetarian,Deluxe,Swimming,Massage,Luxury
3057,Non-Vegetarian,Deluxe,None,Sauna,Luxury
3058,Non-Vegetarian,Standard,None,Gym,Luxury
3059,Non-Vegetarian,Standard,None,Massage,Frugal
3060,Vegan,Standard,Swimming,None,Luxury
3061,Vegan,Standard,Swimming,Sauna,Frugal
3062,Vegan,Standard,Table Tennis,Sauna,Frugal
3063,Vegan,Deluxe,None,None,Frugal
3064,Vegetarian,Standard,Table Tennis,None,Luxury
3065,Non-Vegetarian,Standard,Swimming,Massage,Frugal
3066,Non-Vegetarian,Suite,None,Massage,Luxury
3067,Vegetarian,Deluxe,None,Sauna,Frugal
3068,Vegetarian,Deluxe,None,Sauna,Frugal
3069,Vegetarian,Suite,Golf,Sauna,Luxury
3070,Non-Vegetarian,Suite,Table Tennis,Sauna,Frugal
3071,Vegan,Deluxe,Table Tennis,Sauna,Luxury
3072,Vegetarian,Standard,Swimming,None,Frugal
3073,Non-Vegetarian,Deluxe,None,Gym,Luxury
3074,Vegan,Suite,Table Tennis,Gym,Luxury
3075,Non-Vegetarian,Suite,None,Gym,Luxury
3076,Non-Vegetarian,Deluxe,Golf,Gym,Frugal
3077,Non-Vegetarian,Suite,None,Massage,Luxury
3078,Vegan,Suite,None,None,Frugal
3079,Vegetarian,Suite,Swimming,Sauna,Luxury
3080,Vegetarian,Suite,None,Massage,Luxury
3081,Non-Vegetarian,Suite,Table Tennis,None,Luxury
3082,Non-Vegetarian,Deluxe,Swimming,None,Luxury
3083,Vegetarian,Standard,Swimming,Sauna,Frugal
3084,Vegetarian,Standard,Golf,Massage,Luxury
3085,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
3086,Non-Vegetarian,Standard,Golf,Massage,Luxury
3087,Vegetarian,Standard,None,None,Frugal
3088,Vegan,Suite,Golf,Massage,Luxury
3089,Vegan,Standard,Golf,Sauna,Frugal
3090,Non-Vegetarian,Suite,None,None,Luxury
3091,Vegetarian,Suite,Swimming,Gym,Frugal
3092,Vegetarian,Suite,Golf,None,Frugal
3093,Vegetarian,Standard,Table Tennis,Massage,Frugal
3094,Vegetarian,Deluxe,Table Tennis,None,Frugal
3095,Vegan,Suite,None,Gym,Luxury
3096,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
3097,Non-Vegetarian,Deluxe,None,None,Frugal
3098,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
3099,Vegetarian,Suite,None,Sauna,Luxury
3100,Vegan,Deluxe,Table Tennis,Massage,Frugal
3101,Vegan,Deluxe,None,Gym,Frugal
3102,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Frugal
3103,Vegetarian,Deluxe,Swimming,None,Luxury
3104,Vegan,Suite,Golf,Sauna,Luxury
3105,Vegan,Standard,Swimming,Gym,Luxury
3106,Vegan,Suite,Golf,Sauna,Frugal
3107,Non-Vegetarian,Deluxe,Swimming,Sauna,Luxury
3108,Vegan,Standard,Table Tennis,Sauna,Frugal
3109,Vegan,Deluxe,None,Gym,Frugal
3110,Non-Vegetarian,Deluxe,Golf,None,Frugal
3111,Vegetarian,Standard,None,Sauna,Luxury
3112,Non-Vegetarian,Suite,Swimming,Sauna,Frugal
3113,Vegan,Suite,Table Tennis,Massage,Luxury
3114,Vegetarian,Deluxe,Table Tennis,Massage,Luxury
3115,Vegan,Standard,Swimming,None,Frugal
3116,Non-Vegetarian,Standard,Table Tennis,Sauna,Frugal
3117,Non-Vegetarian,Deluxe,Table Tennis,None,Luxury
3118,Non-Vegetarian,Suite,Table Tennis,None,Luxury
3119,Vegan,Standard,Golf,Sauna,Frugal
3120,Vegan,Suite,Table Tennis,Sauna,Frugal
3121,Vegetarian,Suite,Golf,Gym,Frugal
3122,Vegetarian,Deluxe,Golf,Gym,Frugal
3123,Non-Vegetarian,Suite,Table Tennis,Gym,Frugal
3124,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
3125,Vegetarian,Suite,None,Gym,Luxury
3126,Non-Vegetarian,Standard,None,Sauna,Luxury
3127,Non-Vegetarian,Deluxe,Table Tennis,Gym,Frugal
3128,Vegan,Standard,Golf,Sauna,Luxury
3129,Vegan,Standard,Table Tennis,Massage,Luxury
3130,Vegetarian,Standard,Swimming,Sauna,Frugal
3131,Non-Vegetarian,Standard,Table Tennis,Sauna,Luxury
3132,Non-Vegetarian,Deluxe,None,Gym,Frugal
3133,Non-Vegetarian,Deluxe,Table Tennis,Massage,Luxury
3134,Vegetarian,Suite,Golf,Gym,Luxury
3135,Vegetarian,Deluxe,Golf,Sauna,Luxury
3136,Vegan,Deluxe,Golf,None,Frugal
3137,Vegan,Suite,None,Gym,Frugal
3138,Non-Vegetarian,Suite,Golf,Massage,Frugal
3139,Vegetarian,Suite,Table Tennis,Gym,Luxury
3140,Vegan,Deluxe,Golf,None,Frugal
3141,Vegan,Deluxe,None,Gym,Frugal
3142,Vegan,Suite,Golf,Sauna,Frugal
3143,Vegan,Standard,Swimming,Gym,Luxury
3144,Vegetarian,Standard,Table Tennis,Gym,Frugal
3145,Non-Vegetarian,Standard,None,Sauna,Frugal
3146,Vegan,Deluxe,None,Massage,Frugal
3147,Non-Vegetarian,Standard,Table Tennis,Massage,Luxury
3148,Vegan,Deluxe,Golf,Gym,Frugal
3149,Vegetarian,Suite,Swimming,Gym,Frugal
3150,Non-Vegetarian,Suite,Table Tennis,Massage,Frugal
3151,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
3152,Non-Vegetarian,Suite,Golf,Gym,Frugal
3153,Non-Vegetarian,Standard,None,Gym,Luxury
3154,Non-Vegetarian,Deluxe,None,Massage,Frugal
3155,Vegetarian,Standard,None,None,Luxury
3156,Non-Vegetarian,Deluxe,Swimming,Gym,Luxury
3157,Vegan,Deluxe,Golf,Sauna,Frugal
3158,Vegetarian,Standard,Swimming,Gym,Luxury
3159,Non-Vegetarian,Suite,Table Tennis,Sauna,Luxury
3160,Vegan,Suite,None,Sauna,Luxury
3161,Vegetarian,Deluxe,Golf,Massage,Luxury
3162,Vegetarian,Deluxe,None,None,Luxury
3163,Vegan,Deluxe,None,Massage,Frugal
3164,Non-Vegetarian,Suite,Table Tennis,Sauna,Frugal
3165,Vegetarian,Standard,Swimming,Sauna,Luxury
3166,Vegetarian,Suite,Golf,Sauna,Frugal
3167,Non-Vegetarian,Suite,None,None,Frugal
3168,Vegetarian,Deluxe,Table Tennis,None,Luxury
3169,Vegetarian,Deluxe,None,None,Frugal
3170,Vegan,Deluxe,Swimming,Massage,Frugal
3171,Vegan,Standard,Table Tennis,None,Frugal
3172,Vegan,Standard,Golf,Sauna,Luxury
3173,Non-Vegetarian,Standard,Table Tennis,Gym,Luxury
3174,Vegetarian,Suite,Swimming,Massage,Frugal
3175,Vegan,Deluxe,None,Gym,Frugal
3176,Vegetarian,Standard,Table Tennis,None,Luxury
3177,Vegetarian,Deluxe,Table Tennis,None,Frugal
3178,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
3179,Vegetarian,Deluxe,Table Tennis,None,Luxury
3180,Non-Vegetarian,Deluxe,Golf,Gym,Frugal
3181,Vegetarian,Standard,Golf,Sauna,Luxury
3182,Vegan,Standard,Golf,None,Frugal
3183,Vegetarian,Deluxe,Swimming,Gym,Frugal
3184,Non-Vegetarian,Standard,Golf,Gym,Frugal
3185,Non-Vegetarian,Standard,None,None,Frugal
3186,Vegetarian,Standard,Golf,Massage,Luxury
3187,Vegetarian,Deluxe,Golf,Gym,Frugal
3188,Non-Vegetarian,Standard,Swimming,Massage,Luxury
3189,Non-Vegetarian,Standard,None,Massage,Luxury
3190,Vegetarian,Standard,Golf,None,Luxury
3191,Vegetarian,Suite,Swimming,None,Frugal
3192,Vegetarian,Suite,Golf,Gym,Frugal
3193,Non-Vegetarian,Standard,None,Sauna,Luxury
3194,Vegan,Suite,Swimming,Sauna,Frugal
3195,Vegan,Suite,Swimming,Gym,Luxury
3196,Non-Vegetarian,Suite,Table Tennis,None,Frugal
3197,Vegan,Standard,Table Tennis,None,Luxury
3198,Vegetarian,Standard,Golf,Gym,Luxury
3199,Vegan,Standard,Table Tennis,Massage,Luxury
3200,Vegan,Suite,Swimming,None,Luxury
3201,Vegan,Deluxe,Golf,Massage,Luxury
3202,Non-Vegetarian,Suite,Swimming,None,Luxury
3203,Vegan,Standard,Golf,Sauna,Luxury
3204,Non-Vegetarian,Standard,None,Massage,Frugal
3205,Non-Vegetarian,Deluxe,Table Tennis,Gym,Frugal
3206,Vegetarian,Standard,Golf,Gym,Luxury
3207,Vegetarian,Deluxe,Golf,Sauna,Frugal
3208,Vegetarian,Standard,Swimming,Gym,Frugal
3209,Non-Vegetarian,Suite,Swimming,Sauna,Frugal
3210,Vegetarian,Deluxe,Table Tennis,Gym,Frugal
3211,Vegetarian,Suite,None,Massage,Frugal
3212,Vegetarian,Standard,None,None,Luxury
3213,Non-Vegetarian,Suite,None,Sauna,Frugal
3214,Vegetarian,Deluxe,Golf,Gym,Frugal
3215,Vegetarian,Suite,None,Gym,Frugal
3216,Vegetarian,Suite,Swimming,Massage,Frugal
3217,Vegan,Suite,Table Tennis,None,Luxury
3218,Vegan,Deluxe,Swimming,Massage,Luxury
3219,Vegan,Deluxe,Golf,None,Frugal
3220,Vegetarian,Deluxe,Golf,Massage,Frugal
3221,Vegan,Deluxe,Swimming,Sauna,Luxury
3222,Vegan,Deluxe,None,Gym,Frugal
3223,Vegan,Suite,Golf,None,Frugal
3224,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
3225,Vegan,Deluxe,Swimming,None,Luxury
3226,Vegan,Standard,Swimming,Gym,Frugal
3227,Vegetarian,Deluxe,Swimming,Massage,Frugal
3228,Vegan,Suite,None,Sauna,Frugal
3229,Vegan,Deluxe,None,Sauna,Frugal
3230,Non-Vegetarian,Standard,Golf,Massage,Frugal
3231,Vegetarian,Suite,None,Massage,Frugal
3232,Vegetarian,Standard,None,Massage,Frugal
3233,Vegan,Deluxe,Swimming,Massage,Frugal
3234,Vegan,Standard,None,None,Frugal
3235,Vegetarian,Suite,Table Tennis,Gym,Luxury
3236,Vegan,Suite,Golf,Gym,Frugal
3237,Vegetarian,Suite,Swimming,None,Frugal
3238,Vegan,Suite,Swimming,Gym,Frugal
3239,Non-Vegetarian,Standard,Golf,Massage,Luxury
3240,Vegetarian,Deluxe,Swimming,Massage,Luxury
3241,Vegetarian,Suite,Golf,Sauna,Frugal
3242,Non-Vegetarian,Deluxe,Swimming,Sauna,Luxury
3243,Non-Vegetarian,Suite,None,Sauna,Luxury
3244,Non-Vegetarian,Standard,Swimming,Sauna,Luxury
3245,Vegetarian,Suite,Golf,Massage,Luxury
3246,Vegan,Suite,Swimming,Massage,Luxury
3247,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
3248,Non-Vegetarian,Deluxe,Swimming,Massage,Frugal
3249,Vegetarian,Suite,None,Massage,Frugal
3250,Non-Vegetarian,Standard,Swimming,Massage,Frugal
3251,Non-Vegetarian,Deluxe,None,Sauna,Frugal
3252,Vegetarian,Deluxe,Golf,Sauna,Frugal
3253,Vegetarian,Suite,None,Gym,Luxury
3254,Non-Vegetarian,Standard,None,None,Luxury
3255,Vegetarian,Deluxe,Swimming,Gym,Luxury
3256,Vegan,Deluxe,Table Tennis,Gym,Luxury
3257,Vegan,Standard,Table Tennis,None,Frugal
3258,Non-Vegetarian,Suite,None,None,Frugal
3259,Vegan,Deluxe,Table Tennis,Massage,Luxury
3260,Non-Vegetarian,Standard,None,Massage,Frugal
3261,Vegan,Standard,None,Sauna,Frugal
3262,Vegetarian,Suite,None,Gym,Frugal
3263,Vegan,Deluxe,Table Tennis,Massage,Luxury
3264,Non-Vegetarian,Deluxe,Golf,None,Frugal
3265,Vegan,Suite,Golf,Massage,Frugal
3266,Vegetarian,Deluxe,Swimming,None,Luxury
3267,Vegan,Deluxe,Golf,None,Frugal
3268,Vegan,Deluxe,None,Sauna,Frugal
3269,Non-Vegetarian,Standard,None,Sauna,Luxury
3270,Vegetarian,Suite,Swimming,Gym,Luxury
3271,Non-Vegetarian,Suite,Table Tennis,None,Frugal
3272,Non-Vegetarian,Suite,Swimming,Massage,Luxury
3273,Non-Vegetarian,Standard,None,None,Luxury
3274,Vegetarian,Deluxe,None,None,Luxury
3275,Vegan,Suite,Swimming,Gym,Frugal
3276,Non-Vegetarian,Suite,Swimming,None,Frugal
3277,Vegan,Deluxe,Swimming,Massage,Frugal
3278,Non-Vegetarian,Deluxe,None,Massage,Luxury
3279,Vegan,Deluxe,Swimming,None,Frugal
3280,Vegan,Suite,None,None,Luxury
3281,Vegetarian,Deluxe,Swimming,Sauna,Luxury
3282,Vegan,Suite,None,Gym,Luxury
3283,Non-Vegetarian,Suite,Golf,Gym,Luxury
3284,Non-Vegetarian,Standard,Golf,Sauna,Frugal
3285,Non-Vegetarian,Suite,Golf,Massage,Frugal
3286,Vegan,Deluxe,Swimming,None,Frugal
3287,Vegetarian,Standard,Golf,None,Luxury
3288,Vegan,Standard,Swimming,None,Frugal
3289,Vegan,Standard,None,Sauna,Luxury
3290,Vegan,Suite,Golf,Massage,Luxury
3291,Vegan,Deluxe,None,Gym,Luxury
3292,Non-Vegetarian,Suite,Table Tennis,None,Luxury
3293,Vegetarian,Suite,None,Gym,Frugal
3294,Non-Vegetarian,Suite,Table Tennis,Massage,Luxury
3295,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
3296,Vegetarian,Standard,Table Tennis,Massage,Frugal
3297,Vegan,Deluxe,Golf,None,Frugal
3298,Vegetarian,Suite,Table Tennis,Gym,Luxury
3299,Vegetarian,Deluxe,Swimming,Gym,Frugal
3300,Non-Vegetarian,Standard,Golf,Massage,Frugal
3301,Non-Vegetarian,Suite,None,Gym,Frugal
3302,Vegetarian,Deluxe,Golf,Sauna,Frugal
3303,Vegan,Deluxe,Table Tennis,Sauna,Luxury
3304,Vegetarian,Standard,Table Tennis,Massage,Frugal
3305,Non-Vegetarian,Standard,Swimming,None,Luxury
3306,Non-Vegetarian,Suite,Golf,None,Frugal
3307,Vegetarian,Standard,Swimming,Sauna,Luxury
3308,Vegan,Standard,Swimming,Sauna,Frugal
3309,Vegetarian,Deluxe,Swimming,None,Luxury
3310,Non-Vegetarian,Suite,Golf,Gym,Luxury
3311,Vegetarian,Standard,Table Tennis,Massage,Frugal
3312,Vegan,Deluxe,None,Gym,Frugal
3313,Non-Vegetarian,Standard,Golf,None,Frugal
3314,Vegetarian,Deluxe,Swimming,Gym,Luxury
3315,Non-Vegetarian,Deluxe,Swimming,Massage,Frugal
3316,Vegetarian,Standard,Swimming,Sauna,Luxury
3317,Vegetarian,Suite,Swimming,Massage,Frugal
3318,Vegetarian,Deluxe,None,None,Frugal
3319,Vegetarian,Suite,Golf,Gym,Luxury
3320,Vegetarian,Suite,Swimming,None,Frugal
3321,Vegan,Standard,Table Tennis,Sauna,Frugal
3322,Non-Vegetarian,Suite,Table Tennis,Gym,Luxury
3323,Vegetarian,Suite,Golf,Sauna,Luxury
3324,Non-Vegetarian,Standard,None,Gym,Frugal
3325,Vegetarian,Deluxe,Swimming,None,Luxury
3326,Vegan,Standard,Swimming,None,Frugal
3327,Vegetarian,Standard,Table Tennis,Gym,Luxury
3328,Non-Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
3329,Vegan,Standard,None,Gym,Frugal
3330,Vegetarian,Standard,None,None,Frugal
3331,Vegetarian,Standard,Swimming,Massage,Luxury
3332,Vegan,Suite,Golf,Sauna,Luxury
3333,Vegetarian,Standard,Swimming,Sauna,Luxury
3334,Non-Vegetarian,Suite,Table Tennis,Gym,Luxury
3335,Non-Vegetarian,Suite,Table Tennis,Sauna,Frugal
3336,Vegan,Deluxe,Table Tennis,Massage,Frugal
3337,Vegetarian,Deluxe,None,Gym,Frugal
3338,Vegetarian,Standard,Swimming,None,Luxury
3339,Non-Vegetarian,Deluxe,Swimming,Sauna,Frugal
3340,Non-Vegetarian,Standard,None,None,Frugal
3341,Vegan,Standard,Swimming,Massage,Luxury
3342,Vegetarian,Suite,Swimming,Gym,Frugal
3343,Non-Vegetarian,Standard,Golf,Sauna,Frugal
3344,Non-Vegetarian,Suite,Table Tennis,None,Luxury
3345,Vegetarian,Suite,Swimming,None,Frugal
3346,Vegan,Standard,Swimming,Gym,Luxury
3347,Vegan,Suite,Swimming,Gym,Luxury
3348,Non-Vegetarian,Suite,Swimming,None,Frugal
3349,Non-Vegetarian,Standard,None,Massage,Frugal
3350,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
3351,Non-Vegetarian,Standard,Swimming,Massage,Luxury
3352,Vegetarian,Deluxe,None,Gym,Luxury
3353,Vegetarian,Suite,None,Sauna,Frugal
3354,Non-Vegetarian,Suite,None,Sauna,Luxury
3355,Non-Vegetarian,Suite,Swimming,Gym,Luxury
3356,Vegan,Deluxe,Table Tennis,Massage,Frugal
3357,Vegan,Suite,None,Sauna,Frugal
3358,Vegan,Suite,None,Gym,Luxury
3359,Vegan,Suite,Table Tennis,None,Frugal
3360,Non-Vegetarian,Suite,None,None,Luxury
3361,Vegetarian,Deluxe,Table Tennis,Gym,Luxury
3362,Non-Vegetarian,Suite,None,Massage,Frugal
3363,Vegetarian,Suite,Table Tennis,Gym,Luxury
3364,Non-Vegetarian,Suite,Golf,Massage,Frugal
3365,Vegan,Deluxe,Table Tennis,Massage,Luxury
3366,Vegan,Deluxe,None,Massage,Luxury
3367,Vegetarian,Suite,Golf,None,Luxury
3368,Non-Vegetarian,Suite,Table Tennis,Gym,Frugal
3369,Non-Vegetarian,Suite,Golf,Gym,Frugal
3370,Non-Vegetarian,Suite,Table Tennis,Massage,Frugal
3371,Vegetarian,Deluxe,Table Tennis,None,Frugal
3372,Vegan,Deluxe,Table Tennis,Gym,Luxury
3373,Vegan,Standard,Table Tennis,Gym,Luxury
3374,Non-Vegetarian,Standard,Table Tennis,None,Luxury
3375,Non-Vegetarian,Suite,None,Gym,Luxury
3376,Vegetarian,Deluxe,Swimming,Massage,Frugal
3377,Vegetarian,Deluxe,Table Tennis,Massage,Frugal
3378,Vegetarian,Suite,Golf,Gym,Luxury
3379,Non-Vegetarian,Deluxe,Table Tennis,None,Frugal
3380,Vegetarian,Suite,Table Tennis,None,Luxury
3381,Vegetarian,Standard,Swimming,Sauna,Luxury
3382,Vegan,Standard,Table Tennis,Sauna,Frugal
3383,Vegan,Suite,Table Tennis,Massage,Luxury
3384,Vegan,Suite,None,Massage,Frugal
3385,Vegan,Suite,Golf,Massage,Luxury
3386,Non-Vegetarian,Standard,None,Sauna,Luxury
3387,Vegetarian,Deluxe,Swimming,Sauna,Frugal
3388,Non-Vegetarian,Standard,Golf,Sauna,Luxury
3389,Vegetarian,Suite,Golf,Sauna,Luxury
3390,Vegan,Suite,Swimming,None,Frugal
3391,Non-Vegetarian,Standard,None,None,Frugal
3392,Vegetarian,Deluxe,Golf,Gym,Frugal
3393,Vegetarian,Deluxe,Swimming,Sauna,Frugal
3394,Vegan,Suite,None,Sauna,Frugal
3395,Vegan,Suite,None,None,Luxury
3396,Vegetarian,Standard,None,Gym,Frugal
3397,Vegetarian,Deluxe,None,Gym,Frugal
3398,Vegan,Deluxe,None,None,Frugal
3399,Vegan,Deluxe,Golf,Gym,Luxury
3400,Non-Vegetarian,Standard,Swimming,None,Frugal
3401,Vegetarian,Deluxe,Swimming,None,Luxury
3402,Vegetarian,Suite,Swimming,None,Frugal
3403,Vegan,Suite,None,Massage,Luxury
3404,Vegan,Standard,Table Tennis,Gym,Luxury
3405,Vegetarian,Standard,Golf,Sauna,Frugal
3406,Vegetarian,Suite,Swimming,None,Luxury
3407,Vegetarian,Deluxe,Golf,None,Luxury
3408,Vegan,Standard,Swimming,None,Frugal
3409,Vegetarian,Deluxe,None,Massage,Frugal
3410,Non-Vegetarian,Standard,Table Tennis,Gym,Frugal
3411,Non-Vegetarian,Suite,Table Tennis,Massage,Frugal
3412,Vegetarian,Suite,Table Tennis,Sauna,Luxury
3413,Vegan,Suite,Table Tennis,Sauna,Frugal
3414,Vegetarian,Deluxe,Table Tennis,Massage,Frugal
3415,Non-Vegetarian,Deluxe,Swimming,Massage,Luxury
3416,Vegetarian,Suite,Swimming,None,Luxury
3417,Non-Vegetarian,Deluxe,Golf,Sauna,Frugal
3418,Vegan,Suite,Golf,Sauna,Luxury
3419,Vegan,Suite,Golf,Sauna,Frugal
3420,Vegan,Standard,Golf,Massage,Frugal
3421,Vegetarian,Deluxe,Swimming,Sauna,Luxury
3422,Non-Vegetarian,Standard,None,Massage,Frugal
3423,Vegetarian,Standard,None,Gym,Luxury
3424,Vegan,Standard,None,Gym,Luxury
3425,Non-Vegetarian,Suite,Swimming,Sauna,Frugal
3426,Vegetarian,Deluxe,Swimming,Sauna,Frugal
3427,Vegan,Standard,Swimming,None,Luxury
3428,Non-Vegetarian,Deluxe,Swimming,Gym,Luxury
3429,Vegetarian,Suite,Golf,Massage,Luxury
3430,Vegan,Deluxe,Golf,Gym,Luxury
3431,Non-Vegetarian,Deluxe,Golf,None,Frugal
3432,Vegetarian,Standard,Golf,Sauna,Luxury
3433,Vegetarian,Deluxe,None,Massage,Luxury
3434,Vegetarian,Suite,Swimming,None,Luxury
3435,Vegan,Suite,None,None,Luxury
3436,Vegetarian,Deluxe,Golf,None,Frugal
3437,Non-Vegetarian,Standard,Golf,Massage,Frugal
3438,Vegan,Suite,None,Sauna,Frugal
3439,Vegan,Deluxe,Golf,Sauna,Luxury
3440,Non-Vegetarian,Standard,None,Sauna,Luxury
3441,Vegan,Deluxe,Swimming,None,Frugal
3442,Vegetarian,Suite,Swimming,Sauna,Luxury
3443,Vegetarian,Standard,None,Massage,Luxury
3444,Non-Vegetarian,Standard,Swimming,None,Frugal
3445,Vegan,Standard,None,Massage,Frugal
3446,Vegetarian,Deluxe,None,Massage,Luxury
3447,Non-Vegetarian,Deluxe,Golf,Massage,Luxury
3448,Vegetarian,Suite,Swimming,Massage,Luxury
3449,Vegan,Standard,Table Tennis,Sauna,Frugal
3450,Vegan,Standard,Table Tennis,Sauna,Luxury
3451,Vegan,Suite,Table Tennis,Massage,Frugal
3452,Vegan,Deluxe,Swimming,Sauna,Luxury
3453,Non-Vegetarian,Suite,Swimming,None,Frugal
3454,Non-Vegetarian,Standard,Golf,Massage,Luxury
3455,Vegan,Suite,Golf,Sauna,Frugal
3456,Vegan,Deluxe,Golf,Sauna,Luxury
3457,Non-Vegetarian,Suite,None,Gym,Frugal
3458,Vegetarian,Deluxe,Golf,Massage,Frugal
3459,Vegan,Standard,Swimming,Sauna,Luxury
3460,Non-Vegetarian,Deluxe,Golf,Gym,Frugal
3461,Non-Vegetarian,Deluxe,Table Tennis,Gym,Luxury
3462,Non-Vegetarian,Suite,Table Tennis,Massage,Frugal
3463,Vegetarian,Standard,Swimming,Sauna,Luxury
3464,Non-Vegetarian,Standard,Swimming,Massage,Luxury
3465,Vegan,Deluxe,Swimming,None,Luxury
3466,Vegetarian,Standard,Table Tennis,None,Frugal
3467,Vegan,Suite,Table Tennis,None,Luxury
3468,Vegetarian,Deluxe,Table Tennis,Gym,Frugal
3469,Vegetarian,Deluxe,None,Gym,Frugal
3470,Non-Vegetarian,Deluxe,None,Massage,Luxury
3471,Non-Vegetarian,Deluxe,Golf,None,Luxury
3472,Vegetarian,Deluxe,None,Gym,Frugal
3473,Vegan,Deluxe,None,Massage,Luxury
3474,Vegan,Deluxe,Table Tennis,Sauna,Frugal
3475,Vegetarian,Deluxe,None,Gym,Luxury
3476,Vegan,Standard,Swimming,Gym,Luxury
3477,Non-Vegetarian,Standard,None,Sauna,Frugal
3478,Vegetarian,Deluxe,Swimming,None,Luxury
3479,Vegetarian,Suite,Golf,Gym,Frugal
3480,Vegan,Deluxe,None,Massage,Frugal
3481,Non-Vegetarian,Suite,None,Sauna,Luxury
3482,Non-Vegetarian,Suite,None,Gym,Luxury
3483,Vegan,Deluxe,Table Tennis,Gym,Frugal
3484,Non-Vegetarian,Standard,Golf,Massage,Frugal
3485,Non-Vegetarian,Suite,Swimming,None,Luxury
3486,Vegetarian,Deluxe,Table Tennis,Sauna,Luxury
3487,Vegetarian,Deluxe,None,Massage,Frugal
3488,Vegetarian,Standard,None,Massage,Luxury
3489,Vegan,Standard,Swimming,Gym,Frugal
3490,Vegan,Suite,Table Tennis,Massage,Frugal
3491,Vegan,Deluxe,None,Sauna,Luxury
3492,Non-Vegetarian,Suite,Golf,None,Frugal
3493,Vegetarian,Standard,None,Sauna,Frugal
3494,Vegan,Standard,Swimming,Gym,Frugal
3495,Non-Vegetarian,Suite,None,None,Frugal
3496,Non-Vegetarian,Suite,Swimming,Gym,Luxury
3497,Non-Vegetarian,Deluxe,Swimming,Sauna,Frugal
3498,Vegan,Deluxe,Golf,Massage,Frugal
3499,Non-Vegetarian,Standard,Table Tennis,Gym,Luxury
3500,Vegetarian,Suite,Swimming,Sauna,Frugal
3501,Non-Vegetarian,Suite,Table Tennis,Massage,Luxury
3502,Non-Vegetarian,Deluxe,None,Massage,Luxury
